marker,chr,pos,trait,gene,lod,threshold,iteration,var_exp,eff_size,ci_l_marker,ci_l_pos,ci_r_marker,ci_r_pos
V_19307560,V,19307560,A_12_P104472,sqst-5,0.44471686934528437,3.77,1,NA,NA,NA,NA,NA,NA
V_19307610,V,19307610,A_12_P104472,sqst-5,0.44471686934528437,3.77,1,NA,NA,NA,NA,NA,NA
V_19307622,V,19307622,A_12_P104472,sqst-5,0.4636060408624458,3.77,1,NA,NA,NA,NA,NA,NA
V_19307671,V,19307671,A_12_P104472,sqst-5,0.48225086299770564,3.77,1,NA,NA,NA,NA,NA,NA
V_19307700,V,19307700,A_12_P104472,sqst-5,0.48225086299770564,3.77,1,NA,NA,NA,NA,NA,NA
V_19308838,V,19308838,A_12_P104472,sqst-5,0.69347416595388,3.77,1,NA,NA,NA,NA,NA,NA
V_19308968,V,19308968,A_12_P104472,sqst-5,0.6779389104149095,3.77,1,NA,NA,NA,NA,NA,NA
V_19316429,V,19316429,A_12_P104472,sqst-5,0.6496102594332843,3.77,1,NA,NA,NA,NA,NA,NA
V_19338061,V,19338061,A_12_P104472,sqst-5,0.6496102594332843,3.77,1,NA,NA,NA,NA,NA,NA
V_19348441,V,19348441,A_12_P104472,sqst-5,0.6496102594332843,3.77,1,NA,NA,NA,NA,NA,NA
V_19362568,V,19362568,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19367310,V,19367310,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19369830,V,19369830,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19371699,V,19371699,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19372085,V,19372085,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19372608,V,19372608,A_12_P104472,sqst-5,0.5680345962920111,3.77,1,NA,NA,NA,NA,NA,NA
V_19373086,V,19373086,A_12_P104472,sqst-5,0.5165551702846096,3.77,1,NA,NA,NA,NA,NA,NA
V_19373143,V,19373143,A_12_P104472,sqst-5,0.5165551702846096,3.77,1,NA,NA,NA,NA,NA,NA
V_19373565,V,19373565,A_12_P104472,sqst-5,0.5165551702846096,3.77,1,NA,NA,NA,NA,NA,NA
V_19373598,V,19373598,A_12_P104472,sqst-5,0.5165551702846096,3.77,1,NA,NA,NA,NA,NA,NA
V_19373667,V,19373667,A_12_P104472,sqst-5,0.5165551702846096,3.77,1,NA,NA,NA,NA,NA,NA
V_19373687,V,19373687,A_12_P104472,sqst-5,0.5165551702846096,3.77,1,NA,NA,NA,NA,NA,NA
V_19373964,V,19373964,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19374300,V,19374300,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19375079,V,19375079,A_12_P104472,sqst-5,0.5618922528861423,3.77,1,NA,NA,NA,NA,NA,NA
V_19375214,V,19375214,A_12_P104472,sqst-5,0.5002595423528243,3.77,1,NA,NA,NA,NA,NA,NA
V_19375431,V,19375431,A_12_P104472,sqst-5,0.38492635994564484,3.77,1,NA,NA,NA,NA,NA,NA
V_19375582,V,19375582,A_12_P104472,sqst-5,0.38492635994564484,3.77,1,NA,NA,NA,NA,NA,NA
V_19375661,V,19375661,A_12_P104472,sqst-5,0.38492635994564484,3.77,1,NA,NA,NA,NA,NA,NA
V_19375763,V,19375763,A_12_P104472,sqst-5,0.5002595423528243,3.77,1,NA,NA,NA,NA,NA,NA
V_19375882,V,19375882,A_12_P104472,sqst-5,0.5002595423528243,3.77,1,NA,NA,NA,NA,NA,NA
V_19375959,V,19375959,A_12_P104472,sqst-5,0.5002595423528243,3.77,1,NA,NA,NA,NA,NA,NA
V_19375990,V,19375990,A_12_P104472,sqst-5,0.5002595423528243,3.77,1,NA,NA,NA,NA,NA,NA
V_19376159,V,19376159,A_12_P104472,sqst-5,0.5002595423528243,3.77,1,NA,NA,NA,NA,NA,NA
V_19376205,V,19376205,A_12_P104472,sqst-5,0.5002595423528243,3.77,1,NA,NA,NA,NA,NA,NA
V_19376317,V,19376317,A_12_P104472,sqst-5,0.5002595423528243,3.77,1,NA,NA,NA,NA,NA,NA
V_19376412,V,19376412,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19376489,V,19376489,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19376962,V,19376962,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19377279,V,19377279,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19377324,V,19377324,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19377439,V,19377439,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19377564,V,19377564,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19377640,V,19377640,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19377648,V,19377648,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19377714,V,19377714,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19377873,V,19377873,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19378187,V,19378187,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19378358,V,19378358,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19378710,V,19378710,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19378808,V,19378808,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19379331,V,19379331,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19379738,V,19379738,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19379792,V,19379792,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19380074,V,19380074,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19380608,V,19380608,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19380652,V,19380652,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19380718,V,19380718,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19380899,V,19380899,A_12_P104472,sqst-5,0.6633525967596273,3.77,1,NA,NA,NA,NA,NA,NA
V_19380944,V,19380944,A_12_P104472,sqst-5,0.6633525967596273,3.77,1,NA,NA,NA,NA,NA,NA
V_19380979,V,19380979,A_12_P104472,sqst-5,0.6633525967596273,3.77,1,NA,NA,NA,NA,NA,NA
V_19381135,V,19381135,A_12_P104472,sqst-5,0.6633525967596273,3.77,1,NA,NA,NA,NA,NA,NA
V_19381159,V,19381159,A_12_P104472,sqst-5,0.6274316556939971,3.77,1,NA,NA,NA,NA,NA,NA
V_19381273,V,19381273,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19381426,V,19381426,A_12_P104472,sqst-5,0.4018373163130039,3.77,1,NA,NA,NA,NA,NA,NA
V_19381547,V,19381547,A_12_P104472,sqst-5,0.27237348506486214,3.77,1,NA,NA,NA,NA,NA,NA
V_19381731,V,19381731,A_12_P104472,sqst-5,0.27237348506486214,3.77,1,NA,NA,NA,NA,NA,NA
V_19381754,V,19381754,A_12_P104472,sqst-5,0.33824884113399334,3.77,1,NA,NA,NA,NA,NA,NA
V_19381756,V,19381756,A_12_P104472,sqst-5,0.33824884113399334,3.77,1,NA,NA,NA,NA,NA,NA
V_19381771,V,19381771,A_12_P104472,sqst-5,0.33824884113399334,3.77,1,NA,NA,NA,NA,NA,NA
V_19381823,V,19381823,A_12_P104472,sqst-5,0.33824884113399334,3.77,1,NA,NA,NA,NA,NA,NA
V_19381837,V,19381837,A_12_P104472,sqst-5,0.33824884113399334,3.77,1,NA,NA,NA,NA,NA,NA
V_19381890,V,19381890,A_12_P104472,sqst-5,0.38056943202358084,3.77,1,NA,NA,NA,NA,NA,NA
V_19381897,V,19381897,A_12_P104472,sqst-5,0.38056943202358084,3.77,1,NA,NA,NA,NA,NA,NA
V_19381937,V,19381937,A_12_P104472,sqst-5,0.38056943202358084,3.77,1,NA,NA,NA,NA,NA,NA
V_19382049,V,19382049,A_12_P104472,sqst-5,0.5348176948732761,3.77,1,NA,NA,NA,NA,NA,NA
V_19382372,V,19382372,A_12_P104472,sqst-5,0.5348176948732761,3.77,1,NA,NA,NA,NA,NA,NA
V_19382447,V,19382447,A_12_P104472,sqst-5,0.5348176948732761,3.77,1,NA,NA,NA,NA,NA,NA
V_19382496,V,19382496,A_12_P104472,sqst-5,0.5348176948732761,3.77,1,NA,NA,NA,NA,NA,NA
V_19382615,V,19382615,A_12_P104472,sqst-5,0.5348176948732761,3.77,1,NA,NA,NA,NA,NA,NA
V_19382725,V,19382725,A_12_P104472,sqst-5,0.5348176948732761,3.77,1,NA,NA,NA,NA,NA,NA
V_19382870,V,19382870,A_12_P104472,sqst-5,0.5348176948732761,3.77,1,NA,NA,NA,NA,NA,NA
V_19383679,V,19383679,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19383718,V,19383718,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19383962,V,19383962,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19384169,V,19384169,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19384188,V,19384188,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19384535,V,19384535,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19384536,V,19384536,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19384544,V,19384544,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19384643,V,19384643,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19384754,V,19384754,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19384957,V,19384957,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19385494,V,19385494,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19385792,V,19385792,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19385981,V,19385981,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19386331,V,19386331,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19386385,V,19386385,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19386451,V,19386451,A_12_P104472,sqst-5,0.652341219667562,3.77,1,NA,NA,NA,NA,NA,NA
V_19386615,V,19386615,A_12_P104472,sqst-5,0.717075796523634,3.77,1,NA,NA,NA,NA,NA,NA
V_19386624,V,19386624,A_12_P104472,sqst-5,0.717075796523634,3.77,1,NA,NA,NA,NA,NA,NA
V_19386657,V,19386657,A_12_P104472,sqst-5,0.717075796523634,3.77,1,NA,NA,NA,NA,NA,NA
V_19386732,V,19386732,A_12_P104472,sqst-5,0.717075796523634,3.77,1,NA,NA,NA,NA,NA,NA
V_19386775,V,19386775,A_12_P104472,sqst-5,0.5959450217479153,3.77,1,NA,NA,NA,NA,NA,NA
V_19387385,V,19387385,A_12_P104472,sqst-5,0.5959450217479153,3.77,1,NA,NA,NA,NA,NA,NA
V_19388254,V,19388254,A_12_P104472,sqst-5,0.5959450217479153,3.77,1,NA,NA,NA,NA,NA,NA
V_19388888,V,19388888,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19389368,V,19389368,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19389669,V,19389669,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19389700,V,19389700,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19389746,V,19389746,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19390007,V,19390007,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19390028,V,19390028,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19390179,V,19390179,A_12_P104472,sqst-5,0.45513228796132316,3.77,1,NA,NA,NA,NA,NA,NA
V_19390265,V,19390265,A_12_P104472,sqst-5,0.45513228796132316,3.77,1,NA,NA,NA,NA,NA,NA
V_19390315,V,19390315,A_12_P104472,sqst-5,0.45513228796132316,3.77,1,NA,NA,NA,NA,NA,NA
V_19390429,V,19390429,A_12_P104472,sqst-5,0.45513228796132316,3.77,1,NA,NA,NA,NA,NA,NA
V_19390829,V,19390829,A_12_P104472,sqst-5,0.45513228796132316,3.77,1,NA,NA,NA,NA,NA,NA
V_19390862,V,19390862,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19391599,V,19391599,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19391696,V,19391696,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19392137,V,19392137,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19392435,V,19392435,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19392859,V,19392859,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19392918,V,19392918,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19393122,V,19393122,A_12_P104472,sqst-5,0.6274316556939971,3.77,1,NA,NA,NA,NA,NA,NA
V_19393550,V,19393550,A_12_P104472,sqst-5,0.6633525967596273,3.77,1,NA,NA,NA,NA,NA,NA
V_19393734,V,19393734,A_12_P104472,sqst-5,0.6633525967596273,3.77,1,NA,NA,NA,NA,NA,NA
V_19394459,V,19394459,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19395168,V,19395168,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19395460,V,19395460,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19395481,V,19395481,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19395689,V,19395689,A_12_P104472,sqst-5,0.7420917613559284,3.77,1,NA,NA,NA,NA,NA,NA
V_19395785,V,19395785,A_12_P104472,sqst-5,0.7420917613559284,3.77,1,NA,NA,NA,NA,NA,NA
V_19395864,V,19395864,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19396088,V,19396088,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19396478,V,19396478,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19396514,V,19396514,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19396839,V,19396839,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19396894,V,19396894,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19397249,V,19397249,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19397281,V,19397281,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19397428,V,19397428,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19397553,V,19397553,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19397589,V,19397589,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19397711,V,19397711,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19397806,V,19397806,A_12_P104472,sqst-5,0.554819868962985,3.77,1,NA,NA,NA,NA,NA,NA
V_19397894,V,19397894,A_12_P104472,sqst-5,0.43607421718609896,3.77,1,NA,NA,NA,NA,NA,NA
V_19397989,V,19397989,A_12_P104472,sqst-5,0.54039183095653065,3.77,1,NA,NA,NA,NA,NA,NA
V_19398038,V,19398038,A_12_P104472,sqst-5,0.8557567782852761,3.77,1,NA,NA,NA,NA,NA,NA
V_19398212,V,19398212,A_12_P104472,sqst-5,0.6004817498334095,3.77,1,NA,NA,NA,NA,NA,NA
V_19398220,V,19398220,A_12_P104472,sqst-5,0.561718832534765,3.77,1,NA,NA,NA,NA,NA,NA
V_19398223,V,19398223,A_12_P104472,sqst-5,0.561718832534765,3.77,1,NA,NA,NA,NA,NA,NA
V_19398300,V,19398300,A_12_P104472,sqst-5,0.4040736189476144,3.77,1,NA,NA,NA,NA,NA,NA
V_19398565,V,19398565,A_12_P104472,sqst-5,0.34453447301432727,3.77,1,NA,NA,NA,NA,NA,NA
V_19398637,V,19398637,A_12_P104472,sqst-5,0.34453447301432727,3.77,1,NA,NA,NA,NA,NA,NA
V_19398967,V,19398967,A_12_P104472,sqst-5,0.1755651463397967,3.77,1,NA,NA,NA,NA,NA,NA
V_19399139,V,19399139,A_12_P104472,sqst-5,0.10862407496079954,3.77,1,NA,NA,NA,NA,NA,NA
V_19399164,V,19399164,A_12_P104472,sqst-5,0.19094144558405818,3.77,1,NA,NA,NA,NA,NA,NA
V_19399167,V,19399167,A_12_P104472,sqst-5,0.2522580975663664,3.77,1,NA,NA,NA,NA,NA,NA
V_19399193,V,19399193,A_12_P104472,sqst-5,0.2522580975663664,3.77,1,NA,NA,NA,NA,NA,NA
V_19399198,V,19399198,A_12_P104472,sqst-5,0.2522580975663664,3.77,1,NA,NA,NA,NA,NA,NA
V_19399201,V,19399201,A_12_P104472,sqst-5,0.2522580975663664,3.77,1,NA,NA,NA,NA,NA,NA
V_19399449,V,19399449,A_12_P104472,sqst-5,0.2916976320454878,3.77,1,NA,NA,NA,NA,NA,NA
V_19399476,V,19399476,A_12_P104472,sqst-5,0.2916976320454878,3.77,1,NA,NA,NA,NA,NA,NA
V_19399762,V,19399762,A_12_P104472,sqst-5,0.3167605075647016,3.77,1,NA,NA,NA,NA,NA,NA
V_19399815,V,19399815,A_12_P104472,sqst-5,0.3167605075647016,3.77,1,NA,NA,NA,NA,NA,NA
V_19401535,V,19401535,A_12_P104472,sqst-5,0.37621943530436647,3.77,1,NA,NA,NA,NA,NA,NA
V_19401666,V,19401666,A_12_P104472,sqst-5,0.37621943530436647,3.77,1,NA,NA,NA,NA,NA,NA
V_19401743,V,19401743,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19404613,V,19404613,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19404757,V,19404757,A_12_P104472,sqst-5,0.6708430026590328,3.77,1,NA,NA,NA,NA,NA,NA
V_19419992,V,19419992,A_12_P104472,sqst-5,0.7025237560898805,3.77,1,NA,NA,NA,NA,NA,NA
V_19420158,V,19420158,A_12_P104472,sqst-5,0.7545459970894569,3.77,1,NA,NA,NA,NA,NA,NA
V_19420182,V,19420182,A_12_P104472,sqst-5,0.7545459970894569,3.77,1,NA,NA,NA,NA,NA,NA
V_19420202,V,19420202,A_12_P104472,sqst-5,0.7545459970894569,3.77,1,NA,NA,NA,NA,NA,NA
V_19420214,V,19420214,A_12_P104472,sqst-5,0.7421037700647252,3.77,1,NA,NA,NA,NA,NA,NA
V_19420223,V,19420223,A_12_P104472,sqst-5,0.7025237560898805,3.77,1,NA,NA,NA,NA,NA,NA
V_19425636,V,19425636,A_12_P104472,sqst-5,0.7025237560898805,3.77,1,NA,NA,NA,NA,NA,NA
V_19431005,V,19431005,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19431568,V,19431568,A_12_P104472,sqst-5,0.9912651305282947,3.77,1,NA,NA,NA,NA,NA,NA
V_19431844,V,19431844,A_12_P104472,sqst-5,1.0605633446997784,3.77,1,NA,NA,NA,NA,NA,NA
V_19432048,V,19432048,A_12_P104472,sqst-5,0.9709374482229527,3.77,1,NA,NA,NA,NA,NA,NA
V_19432130,V,19432130,A_12_P104472,sqst-5,0.8831428260879695,3.77,1,NA,NA,NA,NA,NA,NA
V_19432194,V,19432194,A_12_P104472,sqst-5,0.6539759788631005,3.77,1,NA,NA,NA,NA,NA,NA
V_19432493,V,19432493,A_12_P104472,sqst-5,0.6496102594332843,3.77,1,NA,NA,NA,NA,NA,NA
V_19432509,V,19432509,A_12_P104472,sqst-5,0.6496102594332843,3.77,1,NA,NA,NA,NA,NA,NA
V_19432558,V,19432558,A_12_P104472,sqst-5,0.6496102594332843,3.77,1,NA,NA,NA,NA,NA,NA
V_19460924,V,19460924,A_12_P104472,sqst-5,0.6496102594332843,3.77,1,NA,NA,NA,NA,NA,NA
V_19461135,V,19461135,A_12_P104472,sqst-5,0.6496102594332843,3.77,1,NA,NA,NA,NA,NA,NA
V_19470704,V,19470704,A_12_P104472,sqst-5,0.6496102594332843,3.77,1,NA,NA,NA,NA,NA,NA
V_19471299,V,19471299,A_12_P104472,sqst-5,0.6496102594332843,3.77,1,NA,NA,NA,NA,NA,NA
V_19471317,V,19471317,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19477939,V,19477939,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19478236,V,19478236,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19478350,V,19478350,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19478360,V,19478360,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19478996,V,19478996,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19479126,V,19479126,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19479630,V,19479630,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19480520,V,19480520,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19481457,V,19481457,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19486361,V,19486361,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19486378,V,19486378,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19486466,V,19486466,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19487561,V,19487561,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19490740,V,19490740,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19491347,V,19491347,A_12_P104472,sqst-5,0.632477567211172,3.77,1,NA,NA,NA,NA,NA,NA
V_19492074,V,19492074,A_12_P104472,sqst-5,0.6496102594332843,3.77,1,NA,NA,NA,NA,NA,NA
V_19492463,V,19492463,A_12_P104472,sqst-5,0.632477567211172,3.77,1,NA,NA,NA,NA,NA,NA
V_19493197,V,19493197,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19494723,V,19494723,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19494962,V,19494962,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19496832,V,19496832,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19496842,V,19496842,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19496843,V,19496843,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19497434,V,19497434,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19498002,V,19498002,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19499068,V,19499068,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19499672,V,19499672,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19502222,V,19502222,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19502524,V,19502524,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19503378,V,19503378,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19503794,V,19503794,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19504188,V,19504188,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19504391,V,19504391,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19504722,V,19504722,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19507531,V,19507531,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19507532,V,19507532,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19509620,V,19509620,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19510765,V,19510765,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19511464,V,19511464,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19512033,V,19512033,A_12_P104472,sqst-5,0.595083219806116,3.77,1,NA,NA,NA,NA,NA,NA
V_19512349,V,19512349,A_12_P104472,sqst-5,0.7272844009080736,3.77,1,NA,NA,NA,NA,NA,NA
V_19512412,V,19512412,A_12_P104472,sqst-5,0.7272844009080736,3.77,1,NA,NA,NA,NA,NA,NA
V_19512801,V,19512801,A_12_P104472,sqst-5,0.7272844009080736,3.77,1,NA,NA,NA,NA,NA,NA
V_19513342,V,19513342,A_12_P104472,sqst-5,0.7272844009080736,3.77,1,NA,NA,NA,NA,NA,NA
V_19513909,V,19513909,A_12_P104472,sqst-5,0.7272844009080736,3.77,1,NA,NA,NA,NA,NA,NA
